layer_id,shape,precision,tactic,candidate_operator,confidence
648,"inputs=[{""name"":""__myln_k_arg__bb1_3312"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3311"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye627494dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3313"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L25:gate_proj,HIGH
649,"inputs=[{""name"":""__myln_k_arg__bb1_3309"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3313"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8464 _ ONNXTRT_Broadcast_7360_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l25"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L25:down_proj,HIGH
653,"inputs=[{""name"":""__myln_k_arg__bb1_3317"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye627499dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3318"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L26:v_proj,HIGH
657,"inputs=[{""name"":""__myln_k_arg__bb1_3316"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye627657dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3321"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L26:k_proj,HIGH
661,"inputs=[{""name"":""__myln_k_arg__bb1_3315"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye627662dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3326"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L26:q_proj,HIGH
665,"inputs=[{""name"":""/Add_104_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_212 _ /Transpose_133_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye570804/MatMul_52_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570805/MatMul_52_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye570801"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
668,"inputs=[{""name"":""/Softmax_26_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_53_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye570825/MatMul_53_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570826/MatMul_53_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3332"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
670,"inputs=[{""name"":""hidden_l25"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574652_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye628014dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3334"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L26:o_proj,HIGH
672,"inputs=[{""name"":""__myln_k_arg__bb1_3335"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye628019dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye570849/up_proj_26/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570850/up_proj_26/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3337"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L26:up_proj,HIGH
673,"inputs=[{""name"":""__myln_k_arg__bb1_3337"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3336"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye628024dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3338"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L26:gate_proj,HIGH
674,"inputs=[{""name"":""__myln_k_arg__bb1_3334"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3338"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8500 _ ONNXTRT_Broadcast_7643_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l26"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L26:down_proj,HIGH
678,"inputs=[{""name"":""__myln_k_arg__bb1_3342"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye628029dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3343"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L27:v_proj,HIGH
682,"inputs=[{""name"":""__myln_k_arg__bb1_3341"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye628187dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3346"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L27:k_proj,HIGH
686,"inputs=[{""name"":""__myln_k_arg__bb1_3340"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye628192dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3351"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L27:q_proj,HIGH
690,"inputs=[{""name"":""/Add_108_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_220 _ /Transpose_138_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye570923/MatMul_54_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570924/MatMul_54_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye570920"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
693,"inputs=[{""name"":""/Softmax_27_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_55_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye570944/MatMul_55_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570945/MatMul_55_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye570941"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
694,"inputs=[{""name"":""hidden_l26"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye570941"",""shape"":[1,1,2048],""precision"":""Half""},{""name"":""__mye628544dconst"",""shape"":[1,2048,1024],""precision"":""Half""}]|outputs=[{""name"":""__myln_k_arg__bb1_3358"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L27:o_proj,HIGH
696,"inputs=[{""name"":""/up_proj_27/MatMul_output_0'.1_3359"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye628549dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye570968/up_proj_27/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570969/up_proj_27/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3360"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L27:up_proj,HIGH
697,"inputs=[{""name"":""__myln_k_arg__bb1_3360"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""/up_proj_27/MatMul_output_0'.1_3359"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye628554dconst"",""shape"":[1,1024,3072],""precision"":""Half""}]|outputs=[{""name"":""__myln_k_arg__bb1_3361"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L27:gate_proj,HIGH
698,"inputs=[{""name"":""__myln_k_arg__bb1_3358"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3361"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8536 _ ONNXTRT_Broadcast_7920_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l27"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L27:down_proj,HIGH
